(4, 0)
(7, 5)
(2, 4)
(1, 2)
(3, 6)
(3, 9)
(4, 5)
(1, 8)
(4, 3)
(2, 6)
(4, 8)
(8, 2)
(7, 3)
(6, 1)
(3, 0)
(7, 4)
(5, 6)
(6, 9)
(1, 9)
(1, 3)
(8, 7)
(6, 7)
(7, 2)
(3, 2)
(4, 1)
(8, 9)
(7, 9)
(0, 5)
(7, 0)
(5, 8)
(1, 7)
(9, 5)
(0, 2)
(9, 4)
(5, 2)
(3, 5)
(8, 3)
(0, 9)
(0, 1)
(9, 2)
(4, 1)
(7, 6)
(2, 8)
(8, 6)
(2, 7)
(0, 4)
(6, 4)
(6, 1)
(9, 6)
(3, 4)
(6, 3)
(2, 5)
(0, 8)
(6, 0)
(1, 2)
(4, 7)
(0, 3)
(9, 2)
(7, 1)
(2, 3)
(6, 5)
(3, 9)
(0, 5)
(5, 3)
(9, 0)
(9, 5)
(1, 0)
(5, 7)
(4, 5)
(4, 9)
(1, 9)
(0, 7)
(5, 8)
(6, 2)
(8, 7)
(2, 0)
(3, 8)
(9, 8)
(1, 3)
(4, 8)
