(3, 7)
(9, 1)
(6, 1)
(2, 6)
(5, 3)
(1, 2)
(2, 4)
(9, 2)
(1, 7)
(1, 3)
(4, 1)
(9, 8)
(7, 8)
(2, 8)
(5, 6)
(0, 6)
(3, 4)
(4, 6)
(6, 9)
(2, 5)
(6, 7)
(7, 2)
(6, 8)
(3, 2)
(7, 4)
(1, 0)
(8, 5)
(0, 5)
(5, 9)
(9, 4)
(4, 0)
(9, 3)
(4, 8)
(7, 0)
(2, 0)
(8, 7)
(3, 7)
(2, 4)
(0, 1)
(1, 5)
(2, 0)
(0, 7)
(5, 0)
(1, 9)
(6, 1)
(3, 1)
(4, 7)
(6, 3)
(4, 6)
(3, 9)
(5, 2)
(8, 0)
(1, 4)
(2, 9)
(3, 5)
(9, 4)
(2, 3)
(9, 0)
(4, 5)
(5, 8)
(8, 1)
(7, 5)
(8, 4)
(6, 0)
(0, 4)
(6, 8)
(7, 1)
(8, 9)
(5, 9)
(1, 2)
(4, 1)
(0, 9)
(3, 0)
(9, 7)
(8, 2)
(6, 2)
(3, 4)
(8, 1)
(4, 7)
(5, 0)
(3, 2)
(7, 0)
(7, 8)
(5, 8)
(7, 2)
(0, 8)
(1, 2)
(1, 5)
(9, 2)
(4, 6)
(1, 0)
(0, 4)
(9, 6)
(5, 9)
(8, 4)
(5, 3)
(4, 5)
(5, 7)
(9, 1)
(5, 2)
(1, 6)
(8, 3)
(9, 3)
(1, 3)
(6, 7)
